Date,Equity,DD
09/15/2014,183305,-4125
09/16/2014,183585,-3845
09/17/2014,183955,-3475
09/18/2014,184665,-2765
09/19/2014,184570,-2860
09/21/2014,184405,-3025
09/22/2014,184525,-2905
09/23/2014,184685,-2745
09/24/2014,185035,-2395
09/25/2014,184380,-3050
09/26/2014,185200,-2230
09/28/2014,185200,-2230
09/29/2014,185355,-2075
09/30/2014,184975,-2455
10/01/2014,184625,-2805
10/02/2014,185600,-1830
10/03/2014,187120,-310
10/05/2014,187355,-75
10/06/2014,186305,-1125
10/07/2014,185730,-1700
10/08/2014,185270,-2160
10/09/2014,184975,-2455
10/10/2014,185110,-2320
10/12/2014,185110,-2320
10/13/2014,185110,-2320
10/14/2014,184525,-2905
10/15/2014,184330,-3100
10/16/2014,184330,-3100
10/17/2014,184330,-3100
10/19/2014,184330,-3100
10/20/2014,184330,-3100
10/21/2014,184315,-3115
10/22/2014,184345,-3085
10/23/2014,184285,-3145
10/24/2014,184210,-3220
10/26/2014,184455,-2975
10/27/2014,184675,-2755
10/28/2014,184630,-2800
10/29/2014,185345,-2085
10/30/2014,185365,-2065
10/31/2014,186080,-1350
11/02/2014,186355,-1075
11/03/2014,186405,-1025
11/04/2014,186545,-885
11/05/2014,185405,-2025
11/06/2014,184100,-3330
11/07/2014,182280,-5150
11/09/2014,182280,-5150
11/10/2014,183045,-4385
11/11/2014,182915,-4515
11/12/2014,183775,-3655
11/13/2014,182875,-4555
11/14/2014,181890,-5540
11/16/2014,181890,-5540
11/17/2014,182290,-5140
11/18/2014,182395,-5035
11/19/2014,182490,-4940
11/20/2014,182490,-4940
11/21/2014,182490,-4940
11/23/2014,182490,-4940
11/24/2014,182490,-4940
11/25/2014,182490,-4940
11/26/2014,181280,-6150
11/27/2014,181745,-5685
11/28/2014,182410,-5020
11/30/2014,182495,-4935
12/01/2014,179150,-8280
12/02/2014,180330,-7100
12/03/2014,179810,-7620
12/04/2014,179810,-7620
12/05/2014,179810,-7620
12/07/2014,180155,-7275
12/08/2014,180285,-7145
12/09/2014,178680,-8750
12/10/2014,178965,-8465
12/11/2014,178510,-8920
12/12/2014,178510,-8920
12/14/2014,177995,-9435
12/15/2014,178975,-8455
12/16/2014,178745,-8685
12/17/2014,179865,-7565
12/18/2014,179370,-8060
12/19/2014,179740,-7690
12/21/2014,179965,-7465
12/22/2014,181265,-6165
12/23/2014,181895,-5535
12/24/2014,182400,-5030
12/25/2014,183115,-4315
12/26/2014,182450,-4980
12/28/2014,182575,-4855
12/29/2014,183480,-3950
12/30/2014,183695,-3735
12/31/2014,183560,-3870
01/01/2015,183365,-4065
01/02/2015,183570,-3860
01/04/2015,183570,-3860
01/05/2015,183310,-4120
01/06/2015,182825,-4605
01/07/2015,182675,-4755
01/08/2015,182780,-4650
01/09/2015,182780,-4650
01/11/2015,182780,-4650
01/12/2015,182780,-4650
01/13/2015,182685,-4745
01/14/2015,182790,-4640
01/15/2015,182790,-4640
01/16/2015,182790,-4640
01/18/2015,182495,-4935
01/19/2015,182600,-4830
01/20/2015,183055,-4375
01/21/2015,183330,-4100
01/22/2015,183330,-4100
01/23/2015,183330,-4100
01/25/2015,183330,-4100
01/26/2015,183055,-4375
01/27/2015,182335,-5095
01/28/2015,182325,-5105
01/29/2015,183685,-3745
01/30/2015,183720,-3710
02/01/2015,183685,-3745
02/02/2015,184400,-3030
02/03/2015,185850,-1580
02/04/2015,186035,-1395
02/05/2015,185870,-1560
02/06/2015,185870,-1560
02/08/2015,185765,-1665
02/09/2015,186195,-1235
02/10/2015,187300,-130
02/11/2015,188725,0
02/12/2015,189235,0
02/13/2015,189420,0
02/15/2015,189420,0
02/16/2015,189555,0
02/17/2015,190800,0
02/18/2015,191305,0
02/19/2015,191805,0
02/20/2015,191750,-55
02/22/2015,191750,-55
02/23/2015,191675,-130
02/24/2015,192375,0
02/25/2015,193290,0
02/26/2015,193575,0
02/27/2015,193640,0
03/01/2015,193640,0
03/02/2015,194045,0
03/03/2015,194525,0
03/04/2015,195595,0
03/05/2015,195465,-130
03/06/2015,197560,0
03/08/2015,197605,0
03/09/2015,197415,-190
03/10/2015,197235,-370
03/11/2015,197815,0
03/12/2015,198920,0
03/13/2015,199390,0
03/15/2015,199655,0
03/16/2015,200700,0
03/17/2015,200455,-245
03/18/2015,200390,-310
03/19/2015,201050,0
03/20/2015,201050,0
03/22/2015,201035,-15
03/23/2015,201050,0
03/24/2015,201190,0
03/25/2015,201260,0
03/26/2015,201425,0
03/27/2015,201470,0
03/29/2015,201475,0
03/30/2015,201065,-410
03/31/2015,201165,-310
04/01/2015,200255,-1220
04/02/2015,200520,-955
04/05/2015,200520,-955
04/06/2015,200195,-1280
04/07/2015,200350,-1125
04/08/2015,200435,-1040
04/09/2015,200115,-1360
04/10/2015,198950,-2525
04/12/2015,198715,-2760
04/13/2015,199080,-2395
04/14/2015,198995,-2480
04/15/2015,199380,-2095
04/16/2015,199110,-2365
04/17/2015,199110,-2365
04/19/2015,199110,-2365
04/20/2015,199110,-2365
04/21/2015,198855,-2620
04/22/2015,199375,-2100
04/23/2015,199315,-2160
04/24/2015,200440,-1035
04/26/2015,200775,-700
04/27/2015,200545,-930
04/28/2015,200160,-1315
04/29/2015,200160,-1315
04/30/2015,200230,-1245
05/01/2015,200650,-825
05/03/2015,201165,-310
05/04/2015,200475,-1000
05/05/2015,199530,-1945
05/06/2015,199615,-1860
05/07/2015,199775,-1700
05/08/2015,199800,-1675
05/10/2015,199800,-1675
05/11/2015,199905,-1570
05/12/2015,198775,-2700
05/13/2015,196760,-4715
05/14/2015,196705,-4770
05/15/2015,196540,-4935
05/17/2015,196540,-4935
05/18/2015,196675,-4800
05/19/2015,196740,-4735
05/20/2015,196265,-5210
05/21/2015,197095,-4380
05/22/2015,197620,-3855
05/24/2015,197620,-3855
05/25/2015,197315,-4160
05/26/2015,198955,-2520
05/27/2015,199355,-2120
05/28/2015,200020,-1455
05/29/2015,199700,-1775
05/31/2015,199700,-1775
06/01/2015,198490,-2985
06/02/2015,197950,-3525
06/03/2015,197950,-3525
06/04/2015,198925,-2550
06/05/2015,200260,-1215
06/07/2015,200615,-860
06/08/2015,200795,-680
06/09/2015,201005,-470
06/10/2015,200760,-715
06/11/2015,200760,-715
06/12/2015,200760,-715
06/14/2015,200760,-715
06/15/2015,200760,-715
06/16/2015,201510,0
06/17/2015,201510,0
06/18/2015,199980,-1530
06/19/2015,199980,-1530
06/21/2015,200015,-1495
06/22/2015,199850,-1660
06/23/2015,199795,-1715
06/24/2015,200475,-1035
06/25/2015,200965,-545
06/26/2015,201140,-370
06/28/2015,201140,-370
06/29/2015,201980,0
06/30/2015,202650,0
07/01/2015,203175,0
07/02/2015,203465,0
07/03/2015,203360,-105
07/05/2015,202735,-730
07/06/2015,202760,-705
07/07/2015,203930,0
07/08/2015,202625,-1305
07/09/2015,203060,-870
07/10/2015,203350,-580
07/12/2015,203350,-580
07/13/2015,204070,0
07/14/2015,204065,-5
07/15/2015,203845,-225
07/16/2015,204095,0
07/17/2015,205120,0
07/19/2015,204075,-1045
07/20/2015,204505,-615
07/21/2015,203605,-1515
07/22/2015,204005,-1115
07/23/2015,203155,-1965
07/24/2015,203660,-1460
07/26/2015,203875,-1245
07/27/2015,204090,-1030
07/28/2015,204125,-995
07/29/2015,204300,-820
07/30/2015,203975,-1145
07/31/2015,202700,-2420
08/02/2015,202700,-2420
08/03/2015,202765,-2355
08/04/2015,202245,-2875
08/05/2015,202455,-2665
08/06/2015,202645,-2475
08/07/2015,202600,-2520
08/09/2015,202600,-2520
08/10/2015,203095,-2025
08/11/2015,203090,-2030
08/12/2015,203090,-2030
08/13/2015,203065,-2055
08/14/2015,203160,-1960
08/16/2015,203160,-1960
08/17/2015,203225,-1895
08/18/2015,203270,-1850
08/19/2015,202835,-2285
08/20/2015,204185,-935
08/21/2015,204350,-770
08/23/2015,204255,-865
08/24/2015,204030,-1090
08/25/2015,204030,-1090
08/26/2015,204555,-565
08/27/2015,206005,0
08/28/2015,205420,-585
08/30/2015,205635,-370
08/31/2015,206120,0
09/01/2015,205955,-165
09/02/2015,206015,-105
09/03/2015,205885,-235
09/04/2015,206510,0
09/06/2015,206595,0
09/07/2015,207135,0
09/08/2015,206890,-245
09/09/2015,208090,0
09/10/2015,207965,-125
09/11/2015,208980,0
09/13/2015,209265,0
09/14/2015,209265,0
09/15/2015,209465,0
09/16/2015,209510,0
09/17/2015,209705,0
09/18/2015,209860,0
09/20/2015,209860,0
09/21/2015,209860,0
09/22/2015,209860,0
09/23/2015,210385,0
09/24/2015,210055,-330
09/25/2015,210100,-285
09/27/2015,210100,-285
09/28/2015,210100,-285
09/29/2015,209905,-480
09/30/2015,211035,0
10/01/2015,210395,-640
10/02/2015,208470,-2565
10/04/2015,208470,-2565
10/05/2015,207880,-3155
10/06/2015,207880,-3155
10/07/2015,207845,-3190
10/08/2015,207760,-3275
10/09/2015,207760,-3275
10/11/2015,207760,-3275
10/12/2015,206915,-4120
10/13/2015,207030,-4005
10/14/2015,207045,-3990
10/15/2015,207190,-3845
10/16/2015,207190,-3845
10/18/2015,207045,-3990
10/19/2015,207015,-4020
10/20/2015,207130,-3905
10/21/2015,208020,-3015
10/22/2015,208095,-2940
10/23/2015,209100,-1935
10/25/2015,209100,-1935
10/26/2015,209145,-1890
10/27/2015,209375,-1660
10/28/2015,208490,-2545
10/29/2015,209385,-1650
10/30/2015,210000,-1035
11/01/2015,210005,-1030
11/02/2015,211055,0
11/03/2015,212915,0
11/04/2015,213585,0
11/05/2015,214255,0
11/06/2015,216300,0
11/08/2015,216595,0
11/09/2015,217215,0
11/10/2015,218185,0
11/11/2015,219065,0
11/12/2015,219055,-10
11/13/2015,219130,0
11/15/2015,219505,0
11/16/2015,221135,0
11/17/2015,220655,-480
11/18/2015,221905,0
11/19/2015,221795,-110
11/20/2015,222300,0
11/22/2015,221795,-505
11/23/2015,221670,-630
11/24/2015,221895,-405
11/25/2015,221990,-310
11/26/2015,221755,-545
11/27/2015,222910,0
11/29/2015,222735,-175
11/30/2015,222515,-395
12/01/2015,223400,0
12/02/2015,224785,0
12/03/2015,224445,-340
12/04/2015,223330,-1455
12/06/2015,223330,-1455
12/07/2015,223275,-1510
12/08/2015,223380,-1405
12/09/2015,223380,-1405
12/10/2015,222975,-1810
12/11/2015,223370,-1415
12/13/2015,223370,-1415
12/14/2015,224015,-770
12/15/2015,224505,-280
12/16/2015,222765,-2020
12/17/2015,224420,-365
12/18/2015,223800,-985
12/20/2015,224135,-650
12/21/2015,223165,-1620
12/22/2015,223495,-1290
12/23/2015,223540,-1245
12/24/2015,223540,-1245
12/27/2015,223345,-1440
12/28/2015,223340,-1445
12/29/2015,223955,-830
12/30/2015,225075,0
12/31/2015,225395,0
01/03/2016,225615,0
01/04/2016,225065,-550
01/05/2016,225645,0
01/06/2016,225830,0
01/07/2016,225745,-85
01/08/2016,225660,-170
01/10/2016,225660,-170
01/11/2016,226005,0
01/12/2016,225065,-940
01/13/2016,224915,-1090
01/14/2016,225135,-870
01/15/2016,224200,-1805
01/17/2016,224405,-1600
01/18/2016,224135,-1870
01/19/2016,224190,-1815
01/20/2016,224215,-1790
01/21/2016,224290,-1715
01/22/2016,224290,-1715
01/24/2016,224290,-1715
01/25/2016,224290,-1715
01/26/2016,224145,-1860
01/27/2016,224125,-1880
01/28/2016,224135,-1870
01/29/2016,224110,-1895
01/31/2016,224535,-1470
02/01/2016,224455,-1550
02/02/2016,224450,-1555
02/03/2016,224450,-1555
02/04/2016,224465,-1540
02/05/2016,224350,-1655
02/07/2016,224350,-1655
02/08/2016,224350,-1655
02/09/2016,224350,-1655
02/10/2016,224350,-1655
02/11/2016,223225,-2780
02/12/2016,223140,-2865
02/14/2016,221825,-4180
02/15/2016,220675,-5330
02/16/2016,222195,-3810
02/17/2016,222125,-3880
02/18/2016,222045,-3960
02/19/2016,221590,-4415
02/21/2016,221535,-4470
02/22/2016,221640,-4365
02/23/2016,221905,-4100
02/24/2016,221925,-4080
02/25/2016,222300,-3705
02/26/2016,222300,-3705
02/28/2016,222300,-3705
02/29/2016,222765,-3240
03/01/2016,222775,-3230
03/02/2016,222720,-3285
03/03/2016,223075,-2930
03/04/2016,223070,-2935
03/06/2016,223070,-2935
03/07/2016,222845,-3160
03/08/2016,222535,-3470
03/09/2016,222615,-3390
03/10/2016,220150,-5855
03/11/2016,220660,-5345
03/13/2016,220855,-5150
03/14/2016,221785,-4220
03/15/2016,221305,-4700
03/16/2016,221550,-4455
03/17/2016,220720,-5285
03/18/2016,220720,-5285
03/20/2016,220720,-5285
03/21/2016,220935,-5070
03/22/2016,220735,-5270
03/23/2016,219775,-6230
03/24/2016,219565,-6440
03/27/2016,219325,-6680
03/28/2016,219095,-6910
03/29/2016,218520,-7485
03/30/2016,219010,-6995
03/31/2016,219010,-6995
04/01/2016,219010,-6995
04/03/2016,218945,-7060
04/04/2016,220075,-5930
04/05/2016,219640,-6365
04/06/2016,220360,-5645
04/07/2016,218945,-7060
04/08/2016,218760,-7245
04/10/2016,218760,-7245
04/11/2016,218625,-7380
04/12/2016,218570,-7435
04/13/2016,218385,-7620
04/14/2016,218965,-7040
04/15/2016,219530,-6475
04/17/2016,219155,-6850
04/18/2016,219865,-6140
04/19/2016,217520,-8485
04/20/2016,217145,-8860
04/21/2016,217610,-8395
04/22/2016,217610,-8395
04/24/2016,217835,-8170
04/25/2016,217405,-8600
04/26/2016,217490,-8515
04/27/2016,217335,-8670
04/28/2016,217680,-8325
04/29/2016,217680,-8325
05/01/2016,217675,-8330
05/02/2016,217840,-8165
05/03/2016,217645,-8360
05/04/2016,217945,-8060
05/05/2016,218105,-7900
05/06/2016,216970,-9035
05/08/2016,216685,-9320
05/09/2016,218055,-7950
05/10/2016,218965,-7040
05/11/2016,218775,-7230
05/12/2016,218615,-7390
05/13/2016,220070,-5935
05/15/2016,220070,-5935
05/16/2016,219300,-6705
05/17/2016,219300,-6705
05/18/2016,219355,-6650
05/19/2016,219495,-6510
05/20/2016,219550,-6455
05/22/2016,219815,-6190
05/23/2016,219355,-6650
05/24/2016,220225,-5780
05/25/2016,221045,-4960
05/26/2016,221915,-4090
05/27/2016,222580,-3425
05/29/2016,221945,-4060
05/30/2016,221735,-4270
05/31/2016,221785,-4220
06/01/2016,221870,-4135
06/02/2016,222335,-3670
06/03/2016,222350,-3655
06/05/2016,222350,-3655
06/06/2016,222350,-3655
06/07/2016,222350,-3655
06/08/2016,222350,-3655
06/09/2016,222545,-3460
06/10/2016,222320,-3685
06/12/2016,222320,-3685
06/13/2016,222320,-3685
06/14/2016,222320,-3685
06/15/2016,222320,-3685
06/16/2016,222545,-3460
06/17/2016,222430,-3575
06/19/2016,221775,-4230
06/20/2016,221305,-4700
06/21/2016,221335,-4670
06/22/2016,220395,-5610
06/23/2016,229610,0
06/24/2016,230080,0
06/26/2016,230080,0
06/27/2016,229445,-635
06/28/2016,229410,-670
06/29/2016,229065,-1015
06/30/2016,229965,-115
07/01/2016,230230,0
07/03/2016,230575,0
07/04/2016,231115,0
07/05/2016,231000,-115
07/06/2016,231000,-115
07/07/2016,231000,-115
07/08/2016,231000,-115
07/10/2016,231000,-115
07/11/2016,231580,0
07/12/2016,232005,0
07/13/2016,231395,-610
07/14/2016,231800,-205
07/15/2016,232410,0
07/17/2016,232165,-245
07/18/2016,231665,-745
07/19/2016,231295,-1115
07/20/2016,232545,0
07/21/2016,231925,-620
07/22/2016,232320,-225
07/24/2016,232465,-80
07/25/2016,233085,0
07/26/2016,233435,0
07/27/2016,233440,0
07/28/2016,233440,0
07/29/2016,233440,0
07/31/2016,233440,0
08/01/2016,233555,0
08/02/2016,233790,0
08/03/2016,233645,-145
08/04/2016,233690,-100
08/05/2016,233690,-100
08/07/2016,234105,0
08/08/2016,234055,-50
08/09/2016,233070,-1035
08/10/2016,233185,-920
08/11/2016,233085,-1020
08/12/2016,233050,-1055
08/14/2016,233050,-1055
08/15/2016,233685,-420
08/16/2016,233645,-460
08/17/2016,233580,-525
08/18/2016,233375,-730
08/19/2016,233420,-685
08/21/2016,233055,-1050
08/22/2016,232715,-1390
08/23/2016,232530,-1575
08/24/2016,233565,-540
08/25/2016,234165,0
08/26/2016,233580,-585
08/28/2016,233625,-540
08/29/2016,233545,-620
08/30/2016,234225,0
08/31/2016,234675,0
09/01/2016,234665,-10
09/02/2016,233400,-1275
09/04/2016,233400,-1275
09/05/2016,233290,-1385
09/06/2016,233290,-1385
09/07/2016,233445,-1230
09/08/2016,233550,-1125
09/09/2016,233550,-1125
09/11/2016,233515,-1160
09/12/2016,234045,-630
09/13/2016,234335,-340
09/14/2016,234435,-240
09/15/2016,235360,0
09/16/2016,235970,0
09/18/2016,236225,0
09/19/2016,236715,0
09/20/2016,237005,0
09/21/2016,235910,-1095
09/22/2016,235160,-1845
09/23/2016,235160,-1845
09/25/2016,235160,-1845
09/26/2016,235170,-1835
09/27/2016,235005,-2000
09/28/2016,235395,-1610
09/29/2016,235675,-1330
09/30/2016,235960,-1045
10/02/2016,235960,-1045
10/03/2016,235775,-1230
10/04/2016,239075,0
10/05/2016,238845,-230
10/06/2016,239875,0
10/07/2016,238780,-1095
10/09/2016,239175,-700
10/10/2016,239475,-400
10/11/2016,240185,0
10/12/2016,240265,0
10/13/2016,240225,-40
10/14/2016,240190,-75
10/16/2016,240190,-75
10/17/2016,240575,0
10/18/2016,240550,-25
10/19/2016,240620,0
10/20/2016,240315,-305
10/21/2016,240510,-110
10/23/2016,240510,-110
10/24/2016,240510,-110
10/25/2016,240445,-175
10/26/2016,240270,-350
10/27/2016,240645,0
10/28/2016,240380,-265
10/30/2016,240380,-265
10/31/2016,240680,0
11/01/2016,241025,0
11/02/2016,241875,0
11/03/2016,241730,-145
11/04/2016,241730,-145
11/06/2016,241815,-60
11/07/2016,241895,0
11/08/2016,247855,0
11/09/2016,250830,0
11/10/2016,253405,0
11/11/2016,256240,0
11/13/2016,254825,-1415
11/14/2016,256365,0
11/15/2016,256660,0
11/16/2016,256860,0
11/17/2016,257195,0
11/18/2016,256850,-345
11/20/2016,257285,0
11/21/2016,258075,0
11/22/2016,258140,0
11/23/2016,260555,0
11/24/2016,259445,-1110
11/25/2016,259440,-1115
11/27/2016,259440,-1115
11/28/2016,259735,-820
11/29/2016,260310,-245
11/30/2016,261865,0
12/01/2016,264105,0
12/02/2016,263900,-205
12/04/2016,264215,0
12/05/2016,265070,0
12/06/2016,264755,-315
12/07/2016,263530,-1540
12/08/2016,263475,-1595
12/09/2016,263680,-1390
12/11/2016,263525,-1545
12/12/2016,263365,-1705
12/13/2016,263765,-1305
12/14/2016,263735,-1335
12/15/2016,265105,0
12/16/2016,265640,0
12/18/2016,265975,0
12/19/2016,266155,0
12/20/2016,267105,0
12/21/2016,267115,0
12/22/2016,267435,0
12/23/2016,267400,-35
12/26/2016,267745,0
12/27/2016,268090,0
12/28/2016,268090,0
12/29/2016,268375,0
12/30/2016,268430,0
01/02/2017,269105,0
01/03/2017,269130,0
01/04/2017,269130,0
01/05/2017,268735,-395
01/06/2017,268420,-710
01/08/2017,268420,-710
01/09/2017,268635,-495
01/10/2017,268700,-430
01/11/2017,268700,-430
01/12/2017,268485,-645
01/13/2017,268620,-510
01/15/2017,268620,-510
01/16/2017,268620,-510
01/17/2017,268545,-585
01/18/2017,268125,-1005
01/19/2017,268000,-1130
01/20/2017,268710,-420
01/22/2017,268710,-420
